PYNAM,PYCOMNAM,PYSPP,PYABBR,MODCAT,GENCAT,GenSci,GenCom,ANALCAT,AnalSci,AnalCom,COLLCAT,CollSci,Collcom
TIRONIDAE,,4.11E+14,TIRFAM,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,AMPHIP,AMPHIPODA,AMPHIPODA,GAMMAR,GAMMARIDEA,GAMMARIDEA
SYRRHOE SP,,4.11E+14,SYRRSP,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,AMPHIP,AMPHIPODA,AMPHIPODA,GAMMAR,GAMMARIDEA,GAMMARIDEA
SYRRHOE CRENULATA,,4.11E+14,SYRCRE,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,AMPHIP,AMPHIPODA,AMPHIPODA,GAMMAR,GAMMARIDEA,GAMMARIDEA
TIRON SP,,4.11E+14,TIROSP,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,AMPHIP,AMPHIPODA,AMPHIPODA,GAMMAR,GAMMARIDEA,GAMMARIDEA
TIRON SPINIFERUM,,4.11E+14,TIROS1,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,AMPHIP,AMPHIPODA,AMPHIPODA,GAMMAR,GAMMARIDEA,GAMMARIDEA
DEXAMINIDAE,,4.11E+14,DEXFAM,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,AMPHIP,AMPHIPODA,AMPHIPODA,GAMMAR,GAMMARIDEA,GAMMARIDEA
DEXAMINE THEA,,4.11E+14,DEXTHE,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,AMPHIP,AMPHIPODA,AMPHIPODA,GAMMAR,GAMMARIDEA,GAMMARIDEA
LEUCOTHOE SPINICARPA,,4.11E+14,LEUCSP,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,AMPHIP,AMPHIPODA,AMPHIPODA,GAMMAR,GAMMARIDEA,GAMMARIDEA
ATYLIDAE,,4.11E+14,ATYFAM,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,AMPHIP,AMPHIPODA,AMPHIPODA,GAMMAR,GAMMARIDEA,GAMMARIDEA
ATYLUS SWAMMERDAMI,,4.11E+14,ATYSWA,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,AMPHIP,AMPHIPODA,AMPHIPODA,GAMMAR,GAMMARIDEA,GAMMARIDEA
PHROSINA SP,,4.11E+14,PHROS1,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,AMPHIP,AMPHIPODA,AMPHIPODA,GAMMAR,GAMMARIDEA,GAMMARIDEA
DECAPODA,DECAPOD,4.11E+14,DECAPO,OTHER,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECAPO,DECAPODA,DECAPODA
DECAPODA EGGS,DECAPOD EGGS,4.11E+14,DECEGG,OTHER,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECAPO,DECAPODA,DECAPODA
DECAPODA LARVAE,DECAPOD LARVAE,4.11E+14,DECLAR,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECLAR,DECAPODA LARVAE,DECAPODA LARVAE
DECAPODA CRAB,CRAB,4.11E+14,DECCRA,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
DECAPODA CRAB EGGS,CRAB EGGS,4.11E+14,CRAEGG,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
DECAPODA CRAB LARVAE,CRAB LARVAE,4.11E+14,DECCR1,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECLAR,DECAPODA LARVAE,DECAPODA LARVAE
DECAPODA CRAB ZOEA,CRAB ZOEA,4.11E+14,DECCR3,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECLAR,DECAPODA LARVAE,DECAPODA LARVAE
DECAPODA CRAB MEGALOPA,CRAB MEGALOP,4.11E+14,DECCR2,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECLAR,DECAPODA LARVAE,DECAPODA LARVAE
DECAPODA SHRIMP,DECAPOD SHRIMP,4.11E+14,DECSHR,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
DECAPODA SHRIMP LARVAE,DECAPODA SHRIMP LARVAE,4.11E+14,DESLAR,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECLAR,DECAPODA LARVAE,DECAPODA LARVAE
THALASSINOIDEA,"LOBSTER, GHOST AND MUD SHRIMPS",4.11E+14,THALAS,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
AXIIDAE,,4.11E+14,AXIFAM,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
AXIUS SP,,4.11E+14,AXIUSP,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
AXIUS SP LARVAE,AXIUS LARVAE,4.11E+14,AXIUS1,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECLAR,DECAPODA LARVAE,DECAPODA LARVAE
AXIUS SERRATUS,,4.11E+14,AXISER,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
CALOCARIS SP,,4.11E+14,CALOSP,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
CALOCARIS TEMPLEMANNI,,4.11E+14,CALTEM,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
NAUSHONIA CRANGONOIDES,,4.11E+14,NAUCRA,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
CALAPPIDAE,BOX CRABS,4.11E+14,CALFAM,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
CALAPPA SP,,4.11E+14,CALASP,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
CALAPPA FLAMMEA,FLAME BOX CRAB,4.11E+14,CALFLA,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
CALAPPA SULCATA,YELLOW BOX CRAB,4.11E+14,CALSUL,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
HEPATUS EPHELITICUS,CALICO BOX CRAB,4.11E+14,HEPEPH,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
ACANTHOCARPUS ALEXANDRI,GLADIATOR BOX CRAB,4.11E+14,ACAALE,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
CALLIANASSIDAE,GHOST SHRIMPS,4.11E+14,CALFA1,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
CALLIANASSA SETIMANUS,,4.11E+14,CALSET,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
GILVOSSIUS SETIMANUS,,4.11E+14,GILSET,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
UPOGEBIA SP,,4.11E+14,UPOGSP,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
UPOGEBIA AFFINIS,COASTAL MUD SHRIMP,4.11E+14,UPOAFF,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
CANCRIDAE,ROCK CRABS,4.11E+14,CANFAM,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,CANFAM,CANCRIDAE,CANCER CRABS
CANCER SP,,4.11E+14,CANCSP,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,CANFAM,CANCRIDAE,CANCER CRABS
CANCER SP LARVAE,CANCER LARVAE,4.11E+14,CANCS1,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECLAR,DECAPODA LARVAE,DECAPODA LARVAE
CANCER SP ZOEA,CANCER ZOEA,4.11E+14,CANSP2,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECLAR,DECAPODA LARVAE,DECAPODA LARVAE
CANCER SP MEGALOPA,CANCER MEGALOPA,4.11E+14,CANMEG,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECLAR,DECAPODA LARVAE,DECAPODA LARVAE
CANCER BOREALIS,JONAH CRAB,4.11E+14,CANBOR,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,CANFAM,CANCRIDAE,CANCER CRABS
CANCER IRRORATUS,ATLANTIC ROCK CRAB,4.11E+14,CANIRR,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,CANFAM,CANCRIDAE,CANCER CRABS
CRANGONIDAE,,4.11E+14,CRAFAM,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,CRAFAM,CRANGONIDAE,CRAGONID SHRIMP
CRANGON SEPTEMSPINOSA,SEVENSPINE BAY SHRIMP,4.11E+14,CRASEP,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,CRAFAM,CRANGONIDAE,CRAGONID SHRIMP
PONTOPHILUS SP,,4.11E+14,PONTSP,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,CRAFAM,CRANGONIDAE,CRAGONID SHRIMP
PONTOPHILUS BREVIROSTRIS,,4.11E+14,PONBRE,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,CRAFAM,CRANGONIDAE,CRAGONID SHRIMP
PONTOPHILUS NORVEGICUS,NORWEGIAN SHRIMP,4.11E+14,PONNOR,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,CRAFAM,CRANGONIDAE,CRAGONID SHRIMP
SABINEA SP,,4.11E+14,SABISP,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,CRAFAM,CRANGONIDAE,CRAGONID SHRIMP
SABINEA SARSII,SARS SHRIMP,4.11E+14,SABSAR,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,CRAFAM,CRANGONIDAE,CRAGONID SHRIMP
SABINEA SEPTEMCARINATA,SEVENLINE SHRIMP,4.11E+14,SABSEP,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,CRAFAM,CRANGONIDAE,CRAGONID SHRIMP
SCLEROCRANGON BOREAS,SCULPTURED SHRIMP,4.11E+14,SCLBOR,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,CRAFAM,CRANGONIDAE,CRAGONID SHRIMP
GALATHEIDAE,SQUAT LOBSTERS,4.11E+14,GALFAM,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
MUNIDA SP,,4.11E+14,MUNISP,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
MUNIDA IRIS,,4.11E+14,MUNIRI,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
MUNIDA IRRASA,,4.11E+14,MUNIRR,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
MUNIDA VALIDA,,4.11E+14,MUNVAL,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
MUNIDOPSIS SP,,4.11E+14,MUNIS1,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
GERYON SP,,4.11E+14,GERYSP,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
GERYON QUINQUEDENS,RED DEEPSEA CRAB,4.11E+14,GERQUI,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
HOMARUS AMERICANUS,AMERICAN LOBSTER,4.11E+14,HOMAME,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,HOMAME,HOMARUS AMERICANUS,LOBSTER
HOMARUS AMERICANUS LARVAE,AMERICAN LOBSTER LARVAE,4.11E+14,HOMLAR,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,HOMAME,HOMARUS AMERICANUS,LOBSTER
HOMARUS AMERICANUS EGGS,AMERICAN LOBSTER EGGS,4.11E+14,HOMEGG,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,HOMAME,HOMARUS AMERICANUS,LOBSTER
HIPPIDAE,SAND CRABS,4.11E+14,HPPFAM,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
EMERITA TALPOIDA,ATLANTIC SAND CRAB,4.11E+14,EMETAL,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
HIPPOLYTIDAE,,4.11E+14,HIPFAM,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
CARIDION SP,,4.11E+14,CARISP,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
CARIDION GORDONI,BIGCLAW HIPPOLYTE,4.11E+14,CARGOR,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
EUALUS SP,,4.11E+14,EUALSP,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
EUALUS GAIMARDII,CIRCUMPOLAR EUALID,4.11E+14,EUAGAI,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
EUALUS PUSIOLUS,DOLL EUALID,4.11E+14,EUAPUS,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
HIPPOLYTE SP,,4.11E+14,HIPPS1,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
HIPPOLYTE ZOSTERICOLA,,4.11E+14,HIPZOS,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
LATREUTES SP,,4.11E+14,LATRSP,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
LEBBEUS SP,,4.11E+14,LEBBSP,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
LEBBEUS GROENLANDICUS,SPINY LEBBEID,4.11E+14,LEBGRO,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
LEBBEUS POLARIS,POLAR LEBBEID,4.11E+14,LEBPOL,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
LEBBEUS ZEBRA,ZEBRA LEBBEID,4.11E+14,LEBZEB,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
SPIRONTOCARIS SP,,4.11E+14,SPIRSP,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
SPIRONTOCARIS LILJEBORGII,FRIENDLY BLADE SHRIMP,4.11E+14,SPILIL,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
SPIRONTOCARIS PHIPPSII,PUNCTATE BLADE SHRIMP,4.11E+14,SPIPHI,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
SPIRONTOCARIS SPINUS,PARROT SHRIMP,4.11E+14,SPIRS1,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
LYSMATA WURDEMANNI,PEPPERMINT SHRIMP,4.11E+14,LYSWUR,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
LEUCOSIIDAE,PURSE CRABS,4.11E+14,LEUFAM,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
PERSEPHONA SP,,4.11E+14,PERSSP,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
PERSEPHONA MEDITERRANEA,MOTTLED PURSE CRAB,4.11E+14,PERMED,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
LITHODIDAE,STONE AND KING CRABS,4.11E+14,LITFAM,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
LITHODES MAJA,NORTHERN STONE CRAB,4.11E+14,LITMAJ,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
MAJIDAE,SPIDER CRABS,4.11E+14,MAJFAM,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
CHIONOECETES OPILIO,SNOW CRAB,4.11E+14,CHIOPI,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
EUPROGNATHA RASTELLIFERA,,4.11E+14,EUPRAS,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
HYAS SP,,4.11E+14,HYASSP,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
HYAS ARANEUS,ATLANTIC LYRE CRAB,4.11E+14,HYAARA,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
HYAS COARCTATUS,ARCTIC LYRE CRAB,4.11E+14,HYACOA,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
LIBINIA SP,,4.11E+14,LIBISP,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
LIBINIA EMARGINATA,PORTLY SPIDER CRAB,4.11E+14,LIBEMA,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
PELIA MUTICA,CRYPTIC TEARDROP CRAB,4.11E+14,PELMUT,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
STENOCIONOPS FURCATUS,FURCATE SPIDER CRAB,4.11E+14,STEFUR,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
PAGUROIDEA,HERMIT CRABS,4.11E+14,PAGURO,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
DIOGENIDAE,LEFT-HANDED HERMIT CRABS,4.11E+14,DIOFAM,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECCRA,DECAPODA CRAB,DECAPODA CRAB
PAGURIDAE,RIGHT-HANDED HERMIT CRABS,4.11E+14,PAGFAM,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,PAGFAM,PAGUROIDEA,HERMIT CRABS
PAGURIDAE LARVAE,RIGHT-HANDED HERMIT CRABS LARVAE,4.11E+14,PAGLAR,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECLAR,DECAPODA LARVAE,DECAPODA LARVAE
CATAPAGURUS SP,,4.11E+14,CATASP,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,PAGFAM,PAGUROIDEA,HERMIT CRABS
PAGURUS SP,,4.11E+14,PAGUSP,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,PAGFAM,PAGUROIDEA,HERMIT CRABS
PAGURUS SP LARVAE,PAGURUS LARVAE,4.11E+14,PAGUS1,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECLAR,DECAPODA LARVAE,DECAPODA LARVAE
PAGURUS SP ZOEA,PAGURUS SP ZOEA,4.11E+14,PAGSP2,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECLAR,DECAPODA LARVAE,DECAPODA LARVAE
PAGURUS ACADIANUS,ACADIAN HERMIT CRAB,4.11E+14,PAGACA,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,PAGFAM,PAGUROIDEA,HERMIT CRABS
PAGURUS ANNULIPES,,4.11E+14,PAGANN,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,PAGFAM,PAGUROIDEA,HERMIT CRABS
PAGURUS LONGICARPUS,LONGWRIST HERMIT,4.11E+14,PAGLON,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,PAGFAM,PAGUROIDEA,HERMIT CRABS
PAGURUS POLITUS,,4.11E+14,PAGPOL,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,PAGFAM,PAGUROIDEA,HERMIT CRABS
PAGURUS POLLICARIS,FLATCLAW HERMIT,4.11E+14,PAGPO1,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,PAGFAM,PAGUROIDEA,HERMIT CRABS
PAGURUS PUBESCENS,,4.11E+14,PAGPUB,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,PAGFAM,PAGUROIDEA,HERMIT CRABS
PAGURUS ARCUATUS,HAIRY HERMIT CRAB,4.11E+14,PAGARC,BENINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,PAGFAM,PAGUROIDEA,HERMIT CRABS
PALAEMONIDAE,,4.11E+14,PALFAM,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
LEANDER TENUICORNIS,BROWN GRASS SHRIMP,4.11E+14,LEATEN,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
PALAEMONETES SP,,4.11E+14,PALASP,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
PALAEMONETES PUGIO,DAGGERBLADE GRASS SHRIMP,4.11E+14,PALPUG,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
PALAEMONETES VULGARIS,MARSH GRASS SHRIMP,4.11E+14,PALVUL,PELINV,ARTHRO,ARTHROPODA,ARTHROPODA,DECAPO,DECAPODA,DECAPODA,DECSHR,DECAPODA SHRIMP,DECAPODA SHRIMP
